Date,Start Price,Current Price,High Price,Low Price,Volume
20231018,68900,70500,70500,68800,16493184
20231019,69700,69500,70000,69400,13985012
20231020,68900,68800,69200,68100,15204495
20231023,68700,68400,69100,68200,11625959
20231024,68700,68500,68800,67700,12791710
20231025,68800,68000,68800,67900,10610703
20231026,67000,66700,67900,66700,15517624
20231027,67100,67300,67300,66700,11334726
20231030,66800,67300,67800,66700,10139270
20231031,67600,66900,68300,66900,14488892
20231101,67500,68600,68900,67300,13775256
20231102,70000,69700,70000,69400,16350031
20231103,69700,69600,70200,69500,10322234
20231106,69800,70900,70900,69300,22228489
20231107,70600,70900,70900,70000,17228731
20231108,71300,69900,71400,69700,12901310
20231109,69900,70300,70800,69600,12301373
20231110,70000,70500,70500,69500,9684347
20231113,71300,70400,71300,70300,9246919
20231114,71000,70800,71100,70600,9567984
20231115,71600,72200,72200,71500,20148677
20231116,72500,72800,73000,72300,15860451
20231117,72300,72500,73000,72300,11494644
20231120,72100,72700,73000,72100,10610157
20231121,73100,72800,73400,72700,9712881
20231122,72200,72800,73000,71900,11105143
20231123,73000,72400,73200,72200,6775614
20231124,72400,71700,72600,71700,6676685
20231127,71500,71300,72100,71100,9113857
20231128,71400,72700,72700,71300,13283081
20231129,72400,72700,72800,72200,9283933
20231130,72700,72800,72800,72200,15783714
20231201,72400,72000,72500,71700,9871284
20231204,72800,72600,72900,72400,10229267
20231205,72300,71200,72400,71200,12129682
20231206,71800,71700,72100,71600,8123087
20231207,71800,71500,71900,71100,8862017
20231208,72100,72600,72800,71900,10859463
20231211,72800,73000,73000,72200,9861960
20231212,73300,73500,73500,73100,13758646
20231213,73300,72800,73500,72800,13116766
20231214,74100,73100,74300,72500,27567593
20231215,73800,73300,74000,73200,15419815
20231218,73300,72900,73400,72800,9690551
20231219,73000,73400,73400,72800,8907632
20231220,74200,74800,74900,73800,16870156
20231221,74600,75000,75000,74300,13478766
20231222,75800,75900,76300,75400,14515608
20231226,76100,76600,76700,75700,13164909
20231227,76700,78000,78000,76500,20651042
20231228,77700,78500,78500,77500,17797536
20240102,78200,79600,79800,78200,17142847
20240103,78500,77000,78800,77000,21753644
20240104,76100,76600,77300,76100,15324439
20240105,76700,76600,77100,76400,11304316
20240108,77000,76500,77500,76400,11088724
20240109,77400,74700,77700,74300,26019249
20240110,75000,73600,75200,73200,20259529
20240111,72900,73200,73600,72700,57691266
20240112,73000,73100,74100,72800,13038939
20240115,73200,73900,74000,73200,13212339
20240116,73500,72600,73700,72500,14760415
20240117,73100,71000,73300,71000,22683660
20240118,71600,71700,72000,70700,17853397
20240119,73500,74700,74700,73000,23363427
20240122,75900,75100,76000,75000,19673375
20240123,75700,75200,75800,74300,14786224
20240124,75200,74000,75200,73500,12860661
20240125,74200,74100,74800,73700,11737747
20240126,73700,73400,74500,73300,11160062
20240129,73800,74400,75200,73500,13976521
20240130,75000,74300,75300,73700,12244418
20240131,73400,72700,74000,72500,15703560
20240201,73000,73600,74200,72900,19881033
20240202,74000,75200,75200,73700,14955881
20240205,74200,74300,74800,73500,19026021
20240206,74300,74400,74700,73300,14559254
20240207,74600,75000,75500,74300,16566445
20240208,75000,74100,75200,73600,20810708
20240213,74800,75200,75200,74400,21966745
20240214,73700,74000,74300,73700,12434945
20240215,74200,73000,74400,73000,14120600
20240216,73300,72800,73400,72500,13444781
20240219,72800,73800,73900,72800,12726404
20240220,73700,73300,73700,72800,14681477
20240221,73400,73000,73700,72900,11503495
20240222,73800,73100,73900,72700,15208934
20240223,73600,72900,74200,72900,16225166
20240226,72300,72800,73200,72200,14669352
20240227,73100,72900,73400,72700,13201981
20240228,72900,73200,73900,72800,11795859
20240229,72600,73400,73400,72000,21176403
20240304,74300,74900,75000,74000,23210474
20240305,74600,73700,74800,73700,19505125
20240306,73200,72900,73500,72700,21547905
20240307,73100,72200,73300,72200,14516963
20240308,72800,73300,73400,72600,19271349
20240311,72900,72400,73100,72300,9740504
20240312,72600,73300,73500,72100,13011654
20240313,73700,74100,74100,73500,15243134
20240314,74400,74300,74500,73600,22545539
20240315,73400,72300,73700,72300,22580555
20240318,72600,72800,73000,72500,11520348
20240319,72300,72800,73000,71700,15376066
20240320,73700,76900,77200,73400,50106297
20240321,79200,79300,79300,77700,44569799
20240322,79600,78900,79900,77800,26724761
20240325,79600,78200,79800,77800,18703996
20240326,79700,79900,80100,79200,30551494
20240327,79200,79800,80000,79200,17424595
20240328,79400,80800,81000,79200,25084812
20240329,81200,82400,82500,80900,27126366
20240401,83200,82000,83300,82000,20116513
20240402,82900,85000,85000,82900,37077944
20240403,84300,84100,85000,83500,30493347
20240404,85200,85300,85500,84300,25248934
20240405,84500,84500,85000,83800,18883752
20240408,85200,84500,86000,84500,18953232
20240409,84500,83600,84900,83100,23725956
20240411,83200,84100,84700,82500,25538009
20240412,84700,83700,84900,83200,17061770
20240415,82900,82200,83200,81200,26663772
20240416,81200,80000,81300,79400,31949845
20240417,80700,78900,80800,78900,22611631
20240418,78800,79600,80100,78300,21370190
20240419,78300,77600,78700,76300,31317563
20240422,77400,76100,77500,75100,30469477
20240423,76400,75500,76800,75500,18717699
20240424,77500,78600,78800,77200,22166150
20240425,77300,76300,77500,76300,15549134
20240426,77800,76700,77900,76500,12755629
20240429,77400,76700,77600,76200,14664474
20240430,77000,77500,78500,76600,19007007
20240502,77600,78000,78600,77300,18900640
20240503,79000,77600,79000,77500,13151889
20240507,79600,81300,81300,79400,26238868
20240508,80800,81300,81400,80500,13089576
20240509,81100,79700,81500,79700,18759935
20240510,80400,79200,81100,78900,16976124
20240513,79400,78400,79900,77600,18652344
20240514,78600,78300,78800,77900,11763992
20240516,80200,78200,80300,78100,20989778
20240517,78600,77400,78800,77200,15918201
20240520,78100,78900,79100,77900,19456783
20240521,78500,78400,79000,78200,13690583
20240522,78100,77700,78700,77300,19521506
20240523,77700,78300,79100,77100,18728087
20240524,76800,75900,77000,75700,27891278
20240527,75300,77200,78200,74000,43825202
20240528,76500,77600,78000,76200,18539072
20240529,77700,75200,78200,75200,30244875
20240530,74800,73500,75200,73500,28551273
20240531,74500,73500,74700,73500,26198776
20240603,74400,75700,76400,74200,15706268
20240604,74900,75300,76100,74900,14098053
20240605,78000,77400,78000,76800,23177968
20240607,78400,77300,78600,77100,21189349
20240610,76100,75700,76600,75600,14598755
20240611,75900,75200,76000,75100,16971175
20240612,75300,76500,77100,75200,19246725
20240613,78400,78600,79000,77800,33763804
20240614,79700,79600,80500,79000,22926612
20240617,79200,78100,79500,78000,16123051
20240618,78700,79800,80200,78600,18207598
20240619,81100,81200,82500,80500,24168863
20240620,81500,81600,82200,81200,20288913
20240621,80700,80000,80800,80000,17907523
20240624,79700,80600,80900,79500,15454227
20240625,80600,80800,81800,80100,19088458
20240626,80100,81300,81400,79900,17783242
20240627,81300,81600,81600,80500,11739720
20240628,81900,81500,81900,80800,9455929
20240701,81500,81800,82100,81300,11317202
20240702,82500,81800,82600,81500,14471904
20240703,82300,81800,82300,81000,11440328
20240704,82900,84600,84700,82400,43857229
20240705,85600,87100,87100,85200,45791193
20240708,87900,87400,88600,86900,24035809
20240709,87800,87800,88200,86900,21336201
20240710,87600,87800,88000,87100,17813847
20240711,88500,87600,88800,86700,24677608
20240712,85900,84400,86100,84100,26344386
20240715,84700,86700,87300,84100,25193080
20240716,86900,87700,88000,86700,16166688
20240717,87100,86700,88000,86400,18186490
20240718,83800,86900,86900,83800,24721790
20240719,85600,84400,86100,84100,18569122
20240722,84400,83000,84900,82600,18987560
20240723,84200,83900,84700,83400,15766389
20240724,82900,82000,83300,81900,16939083
20240725,80400,80400,81000,80100,20323811
20240726,80700,80900,81300,80400,14508334
20240729,81600,81200,82000,81100,12797136
20240730,80400,81000,81000,80000,13169636
20240731,81200,83900,83900,80900,20744323
20240801,86000,83100,86100,83100,20900338
20240802,81000,79600,81400,79500,25800275
20240805,76700,71400,76900,70200,54608790
20240806,74900,72500,75300,72300,47295226
20240807,73000,74700,76000,72800,32710428
20240808,73200,73400,73900,72500,28414729
20240809,75700,74700,75800,74200,16388222
20240812,75200,75500,75900,74800,9839259
20240813,76500,76100,76600,75500,10716261
20240814,77400,77200,77800,77000,13246168
20240816,79400,80200,80200,78700,22061478
20240819,80100,78300,80100,78000,14146565
20240820,79500,78900,79800,78700,10683836
20240821,77900,78300,78600,77800,7805598
20240822,78700,78300,78900,77800,8149101
20240823,77700,77700,78400,77500,9420306
20240826,78100,76100,78200,76000,15655938
20240827,75700,75800,76500,75600,11130145
20240828,75800,76400,76400,75400,9794514
20240829,73600,74000,74700,73500,16884479
20240830,74400,74300,75000,74100,16358520
20240902,74500,74400,74700,73500,12641376
20240903,74100,72500,74300,72500,16314599
20240904,69800,70000,71100,69800,27366563
20240905,70100,69000,71200,69000,25686769
20240906,69100,68900,69700,68000,19022299
20240909,66900,67500,68200,66600,23263298
20240910,67000,66200,67300,66000,30651376
20240911,65100,64900,65500,64200,35809707
20240912,66000,66300,66600,65200,35884106
20240913,65000,64400,65500,64300,25045135
20240919,64000,63100,64400,62200,49402713
20240920,63800,63000,64700,63000,32746056
20240923,62300,62600,63500,62200,28542376
20240924,62800,63200,63400,62400,26957500
20240925,63800,62200,64200,62200,28652438
20240926,63900,64700,64900,63700,37566015
20240927,64700,64200,65400,64200,28433030
20240930,64200,61500,64300,61500,32694163
20241002,60500,61300,61900,59900,28473536
20241004,61000,60600,61700,60500,24247578
20241007,60200,61000,61900,59500,35066533
20241008,60000,60300,61000,59900,27411786
20241010,60100,58900,60200,58900,45262214
20241011,59100,59300,60100,59000,29623969
20241014,59500,60800,61200,59400,20886249
20241015,61100,61000,61400,60100,22715239
20241016,59400,59500,60000,59200,23303268
20241017,59400,59700,60100,59100,23372873
20241018,59900,59200,60100,59100,14420260
20241021,59000,59000,59600,58500,18514905
20241022,58800,57700,58900,57700,27582527
20241023,57500,59100,60000,57100,27300780
20241024,58200,56600,58500,56600,31499922
20241025,56000,55900,56900,55800,25829315
20241028,55700,58100,58500,55700,27775009
20241029,58000,59600,59600,57300,28369314
20241030,59100,59100,59800,58600,19838511
20241031,58500,59200,61200,58300,35809196
20241101,59000,58300,59600,58100,19083180
